Title,Cast,Director,Headline,Runtime (Min),Genres,Production Company,Release Date,Category,Name,Winner
Turbo,Ryan Reynolds|Paul Giamatti|Michael PeÃ±a|Samuel L. Jackson|Luis GuzmÃ¡n,David Soren,SLO NO MO,96,Animation|Family,DreamWorks Animation,7/11/13,,,
The Perks of Being a Wallflower,Logan Lerman|Emma Watson|Ezra Miller|Paul Rudd|Nina Dobrev,Stephen Chbosky,We are infinite.,102,Drama|Romance,Summit Entertainment|Mr. Mudd Production,9/20/12,,,
Astro Boy,Nicolas Cage|Kristen Bell|Bill Nighy|Donald Sutherland|Freddie Highmore,David Bowers,Have a blast.,94,Animation|Action|Family|Science Fiction,The Weinstein Company|Summit Entertainment|Tezuka Production Company Ltd.|Imagi Animation Studios,10/15/09,,,
The Warrior's Way,Kate Bosworth|Jang Dong-gun|Geoffrey Rush|Danny Huston|Ti Lung,Sngmoo Lee,Assassin. Hero. Legend.,100,Adventure|Fantasy|Action|Western|Thriller,Boram Entertainment Inc.,12/2/10,,,
When a Stranger Calls,Camilla Belle|Katie Cassidy|Tommy Flanagan|Brian Geraghty|Clark Gregg,Simon West,"Whatever You Do, Don't Answer The Phone.",87,Horror|Thriller,Davis Entertainment|Screen Gems,2/3/06,,,
Adaptation.,Nicolas Cage|Meryl Streep|Chris Cooper|Tilda Swinton|Cara Seymour,Spike Jonze,Charlie Kaufman writes the way he lives... With Great Difficulty. His Twin Brother Donald Lives the way he writes... with foolish abandon. Susan writes about life... But can't live it. John's life is a book... Waiting to be adapted. One story... Four Lives... A million ways it can end.,114,Comedy|Crime|Drama,Columbia Pictures|Beverly Detroit|Propaganda Films|Clinica Estetico|Intermedia,12/6/02,,,
Obsessed,BeyoncÃ© Knowles|Idris Elba|Ali Larter|Jerry O'Connell|Bonnie Perlman,Steve Shill,Sharon and Derek have all they've ever wanted... but someone else wants it more.,108,Drama|Thriller,Sony Pictures,4/24/09,,,
Push,Dakota Fanning|Camilla Belle|Chris Evans|Djimon Hounsou|Maggie Siff,Paul McGuigan,One push can change everything.,111,Action,Icon Productions|Infinity Features Entertainment|Summit Entertainment,2/6/09,,,
Extract,Jason Bateman|Mila Kunis|Kristen Wiig|Ben Affleck|J.K. Simmons,Mike Judge,Sticking it to the man has never looked so good.,92,Comedy,Miramax Films,9/3/09,,,
"I Love You, Man",Paul Rudd|Rashida Jones|Jason Segel|Sarah Burns|Jaime Pressly,John Hamburg,Are You Man Enough To Say It?,105,Comedy,DreamWorks SKG|The Montecito Picture Company|De Line Pictures|Bernard Gayle Productions,3/20/09,,,
The International,Clive Owen|Naomi Watts|Armin Mueller-Stahl|Ulrich Thomsen|BrÃ­an F. O'Byrne,Tom Tykwer,Is your money making a killing?,118,Drama|Thriller|Crime,Studio Babelsberg|Atlas Entertainment|Mosaic Media Group|X-Filme Creative Pool,2/3/09,,,
The Soloist,Robert Downey Jr.|Jamie Foxx|Catherine Keener|Nelsan Ellis|Michael Bunin,Joe Wright,Life has a mind of its own,109,Drama,DreamWorks,4/24/09,,,
Wanderlust,Paul Rudd|Jennifer Aniston|Justin Theroux|Malin Ã…kerman|Lauren Ambrose,David Wain,Leave your baggage behind,98,Comedy,Relativity Media|Apatow Productions|A Hot Dog,2/24/12,,,
Prince of Persia: The Sands of Time,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina|Steve Toussaint,Mike Newell,Defy the Future,116,Adventure|Fantasy|Action|Romance,Walt Disney Pictures|Jerry Bruckheimer Films,5/19/10,,,
Panic Room,Jodie Foster|Kristen Stewart|Forest Whitaker|Dwight Yoakam|Jared Leto,David Fincher,It was supposed to be the safest room in the house.,112,Crime|Drama|Thriller,Columbia Pictures Corporation|Hofflund/Polone|Indelible Productions,3/29/02,,,
Mission: Impossible III,Tom Cruise|Philip Seymour Hoffman|Ving Rhames|Billy Crudup|Jonathan Rhys Meyers,J.J. Abrams,The Mission Begins 05:05:06.,126,Adventure|Action|Thriller,Paramount Pictures|Cruise/Wagner Productions|Studio Babelsberg|MI 3 Film|China Film Co-Production Corporation,5/3/06,,,
Conan the Barbarian,Jason Momoa|Rose McGowan|Rachel Nichols|Ron Perlman|Stephen Lang,Marcus Nispel,Enter an age undreamed of,113,Adventure|Fantasy|Action,Dark Horse Entertainment|Nu Image Films|Paradox Entertainment|Nimar Studios|Millennium Films,8/17/11,,,
Don't Be Afraid of the Dark,Katie Holmes|Guy Pearce|Bailee Madison|Alan Dale|Jack Thompson,Troy Nixey,Fear is never just make believe,99,Fantasy|Horror|Thriller,Miramax Films|Gran Via Productions|FilmDistrict|Necropia|Tequila Gang,11/6/10,,,
3 Idiots,Aamir Khan|Kareena Kapoor|Madhavan|Sharman Joshi|Boman Irani,Rajkumar Hirani,Don't BE A STUPID BE AN I.D.I.O.T.,170,Drama|Comedy|Romance,Vidhu Vinod Chopra Productions,12/23/09,,,
Red Dawn,Chris Hemsworth|Josh Hutcherson|Isabel Lucas|Adrianne Palicki|Jeffrey Dean Morgan,Dan Bradley,Welcome To the Home of the Brave,93,War|Action|Thriller|Science Fiction,Contrafilm|FilmDistrict,11/21/12,,,
Saw 3D,Tobin Bell|Costas Mandylor|Betsy Russell|Cary Elwes|Sean Patrick Flanery,Kevin Greutert,The Traps Come Alive,90,Horror|Crime,Lionsgate|Twisted Pictures|Serendipity Productions,10/21/10,,,
Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,"In 1985, her entire family was murdered. 30 years later, the truth emerges.",113,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,3/31/15,,,
London Boulevard,Keira Knightley|Colin Farrell|Anna Friel|Ray Winstone|Jamie Campbell Bower,William Monahan,Not every criminal wants to be one.,103,Drama|Crime,GK Films|Henceforth|Projection Pictures|London Boulevard,11/10/10,,,
Superbad,Jonah Hill|Michael Cera|Christopher Mintz-Plasse|Bill Hader|Seth Rogen,Greg Mottola,Come and Get Some!,113,Comedy,Columbia Pictures|Apatow Productions,8/17/07,,,
Battle for Terra,Evan Rachel Wood|Brian Cox|Luke Wilson|David Cross|Justin Long,Aristomenis Tsirbas,Their world is mankind's only hope for survival.,85,Science Fiction|Action|Adventure|Animation|Family,MeniThings LLC,9/6/07,,,
Strange Days,Ralph Fiennes|Angela Bassett|Tom Sizemore|Juliette Lewis|Vincent D'Onofrio,Kathryn Bigelow,You know you want it.,145,Crime|Drama|Science Fiction|Thriller,Lightstorm Entertainment,10/13/95,,,
The Gift,Jason Bateman|Rebecca Hall|Joel Edgerton|David Denman|Beau Knapp,Joel Edgerton,Not every gift is welcome.,108,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,7/30/15,,,
After the Sunset,Pierce Brosnan|Salma Hayek|Woody Harrelson|Troy Garity|Russell Hornsby,Brett Ratner,Who will walk away?,97,Action|Comedy|Crime|Drama,New Line Cinema|Contrafilm|Firm Films,11/12/04,,,
Jack the Giant Slayer,Nicholas Hoult|Eleanor Tomlinson|Ewan McGregor|Stanley Tucci|Ian McShane,Bryan Singer,Prepare for a giant adventure,114,Action|Family|Fantasy,New Line Cinema|Original Film|Legendary Pictures|Warner Bros.|Big Kid Pictures,2/27/13,,,
Mars Needs Moms,Seth Green|Joan Cusack|Dan Fogler|Breckin Meyer|Elisabeth Harnois,Simon Wells,Mom needs a little space.,88,Adventure|Animation|Family,Walt Disney Animation Studios,3/9/11,,,
The A-Team,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,Joe Carnahan,There Is No Plan B,117,Thriller|Action|Adventure|Comedy|Crime,20th Century Fox,6/10/10,,,
Oorlogswinter,Martijn Lakemeier|Melody Klaver|Yorick van Wageningen|Jamie Campbell Bower|Raymond Thiry,Martin Koolhoven,"In 1945 Holland, a boy must choose between good and evil.",103,Drama|History|War,Max TV|Prime Time|Isabella Films B.V.|Fu Works|Isabella Films,11/17/08,,,
The Innkeepers,Sara Paxton|Pat Healy|Kelly McGillis|George Riddle|Lena Dunham,Ti West,Some guests never checked out.,102,Horror|Thriller,Glass Eye Pix|Dark Sky Films,12/1/11,,,
Home on the Range,Randy Quaid|Steve Buscemi|Judi Dench|Cuba Gooding Jr.|G. W. Bailey,Will Finn|John Sanford,Bust a Moo.,76,Western|Animation|Family|Comedy|Music,Walt Disney Pictures|Walt Disney Feature Animation,4/2/04,,,
Southland Tales,Dwayne Johnson|Seann William Scott|Sarah Michelle Gellar|Mandy Moore|Will Sasso,Richard Kelly,Have a nice apocalypse.,144,Action|Adventure|Comedy|Drama|Science Fiction,Universal Pictures|Persistent Entertainment|Wild Bunch,5/15/06,,,
Mission: Impossible,Tom Cruise|Jon Voight|Emmanuelle BÃ©art|Henry Czerny|Jean Reno,Brian De Palma,Expect the Impossible.,110,Adventure|Action|Thriller,Paramount Pictures|Cruise/Wagner Productions,5/21/96,,,
Men in Black 3,Will Smith|Tommy Lee Jones|Josh Brolin|Michael Stuhlbarg|Emma Thompson,Barry Sonnenfeld,They are back... in time.,106,Action|Comedy|Science Fiction,Amblin Entertainment|Media Magik Entertainment|Imagenation Abu Dhabi FZ|Hemisphere Media Capital|Parkes/MacDonald Productions,5/23/12,,,
The Smurfs,Neil Patrick Harris|Jayma Mays|Anton Yelchin|Hank Azaria|Alan Cumming,Raja Gosnell,Smurf Happens.,103,Animation|Family|Adventure|Comedy|Fantasy,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company,7/29/11,,,
Justin Bieber: Never Say Never,Justin Bieber|Miley Cyrus|Usher Raymond|Jaden Smith|Sean Kingston,Jon M. Chu,Find out what's possible if you never give up.,105,Documentary|Music|Family,Insurge Pictures|Magical Elves Productions|Scooter Braun Films,2/11/11,,,
Star Wars: Episode II - Attack of the Clones,Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson,George Lucas,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,142,Adventure|Action|Science Fiction,Lucasfilm,5/15/02,,,
Little Man,Marlon Wayans|Shawn Wayans|Kerry Washington|John Witherspoon|Tracy Morgan,Keenen Ivory Wayans,Big things come in small packages,98,Comedy|Crime,Revolution Studios|Wayans Bros. Entertainment,8/31/06,,,
Last Night,Keira Knightley|Sam Worthington|Eva Mendes|Guillaume Canet|Griffin Dunne,Massy Tadjedin,Temptation can lead anywhere.,90,Drama|Romance,Gaumont|Nick Wechsler Productions|Star Entertainment,5/11/10,,,
Cellular,Chris Evans|Kim Basinger|Jason Statham|Jessica Biel|William H. Macy,David R. Ellis,If the signal dies so does she,94,Action|Adventure|Crime|Thriller,New Line Cinema,9/6/04,,,
Get Smart,Steve Carell|Anne Hathaway|Dwayne Johnson|Alan Arkin|Terence Stamp,Peter Segal,Saving The World...And Loving It!,110,Action|Comedy|Thriller,Village Roadshow Pictures|Atlas Entertainment|Mosaic Media Group|Mad Chance|Warner Bros.,6/19/08,,,
Hotel Transylvania,Adam Sandler|Steve Buscemi|David Spade|Kevin James|Selena Gomez,Genndy Tartakovsky,Where monsters go to get away from it all,91,Animation|Comedy|Family|Fantasy,Columbia Pictures|Sony Pictures Animation,9/20/12,,,
The Rocker,Rainn Wilson|Josh Gad|Christina Applegate|Emma Stone|Teddy Geiger,Peter Cattaneo,Opportunity rocks.,102,Comedy|Music,Fox Atomic,8/20/08,,,
Constantine,Keanu Reeves|Rachel Weisz|Shia LaBeouf|Djimon Hounsou|Max Baker,Francis Lawrence,"Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",121,Drama|Fantasy|Horror,Village Roadshow Pictures|DC Comics|Lonely Film Productions GmbH & Co. KG.|Donners' Company|Branded Entertainment/Batfilm Productions,2/15/05,,,
He's Just Not That Into You,Jennifer Aniston|Jennifer Connelly|Drew Barrymore|Ginnifer Goodwin|Ben Affleck,Ken Kwapis,Are you the exception...or the rule?,129,Comedy|Romance|Drama,New Line Cinema|Flower Films (II)|Internationale Filmproduktion Blackswan,2/6/09,,,
The Other Guys,Will Ferrell|Mark Wahlberg|Eva Mendes|Samuel L. Jackson|Dwayne Johnson,Adam McKay,When the cops are busy... Our only hope is...,107,Action|Comedy|Crime,Columbia Pictures|Gary Sanchez Productions,8/6/10,,,
Solitary Man,Michael Douglas|Jesse Eisenberg|Susan Sarandon|Mary-Louise Parker|Jenna Fischer,Brian Koppelman|David Levien,Ben loves his family almost as much as he loves himself,90,Comedy|Drama|Romance,Smartest Man Productions|Millennium Films|Paul Schiff Productions,9/7/09,,,
Happy Feet Two,Elijah Wood|Robin Williams|Pink|E.G. Daily|Johnny A. Sanchez,George Miller,Every step counts.,100,Music|Family|Animation|Comedy,Village Roadshow Pictures|Warner Bros.|Dr D Studios|Kennedy Miller Mitchell,11/17/11,,,
Mission: Impossible - Ghost Protocol,Tom Cruise|Jeremy Renner|Simon Pegg|Paula Patton|Anil Kapoor,Brad Bird,No Plan. No Backup. No Choice.,133,Action|Thriller|Adventure,Paramount Pictures|Skydance Productions|Bad Robot|TC Productions|Revolution Sun Studios,12/7/11,,,
Sex Drive,Josh Zuckerman|Amanda Crew|Clark Duke|James Marsden|Seth Green,Sean Anders,He's leaving virgin territory,109,Comedy|Adventure|Romance,"Summit Entertainment, LLC|Alloy Entertainment|Goldcrest Pictures",10/16/08,,,
The Canyons,Lindsay Lohan|Gus Van Sant|James Deen|Nolan Gerard Funk|Amanda Brooks,Paul Schrader,It's not the hills.,99,Thriller|Drama,Filmworks/FX|Prettybird|Post Empire Films|Sodium Fox,7/29/13,,,
The Curse of the Were-Rabbit,Peter Sallis|Helena Bonham Carter|Ralph Fiennes|Nicholas Smith|Liz Smith,Steve Box|Nick Park,Something bunny is going on...,85,Adventure|Animation|Comedy|Family,Aardman Animations|DreamWorks Animation,9/4/05,,,
Drag Me to Hell,Alison Lohman|Justin Long|Lorna Raver|Dileep Rao|David Paymer,Sam Raimi,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",99,Horror|Thriller,Universal Pictures|Ghost House Pictures|Mandate Pictures|Buckaroo Entertainment|Curse Productions,3/15/09,,,
Saw IV,Tobin Bell|Scott Patterson|Costas Mandylor|Betsy Russell|Lyriq Bent,Darren Lynn Bousman,It's A Trap,93,Horror|Thriller|Crime,Lions Gate Films|Twisted Pictures,10/25/07,,,
Khumba,Jake T. Austin|Liam Neeson|Steve Buscemi|AnnaSophia Robb|Laurence Fishburne,Anthony Silverston,"Half a zebra, a whole lot of adventure!",85,Animation|Adventure|Family,Triggerfish Animation,7/18/13,,,
Traitor,Don Cheadle|Guy Pearce|Neal McDonough|SaÃ¯d Taghmaoui|Alyy Khan,Jeffrey Nachmanoff,The truth is complicated.,114,Drama|Action|Thriller|Crime,Hyde Park Films|Crescendo Productions|Mandeville Films|Overture Films,8/23/08,,,
Take Shelter,Michael Shannon|Jessica Chastain|Katy Mixon|Shea Whigham|Ray McKinnon,Jeff Nichols,A Jeff Nichols Film,120,Thriller|Drama,Hydraulx|REI Capital|Grove Hill Productions|Strange Matter Films,11/25/11,,,
Inkheart,Brendan Fraser|Sienna Guillory|Andy Serkis|Eliza Bennett|Paul Bettany,Iain Softley,Every story ever written is just waiting to become real.,106,Adventure|Family|Fantasy,New Line Cinema|Internationale Filmproduktion Blackbird Erste,12/11/08,,,
Rampart,Woody Harrelson|Steve Buscemi|Ben Foster|Robin Wright|Jon Bernthal,Oren Moverman,The most corrupt cop you've ever seen on screen,108,Crime|Drama|Action|Thriller,Lightstream Pictures|Waypoint Entertainment|TheThird Mind Pictures|Amalgam Features,12/10/11,,,
Shooter,Mark Wahlberg|Michael PeÃ±a|Danny Glover|Kate Mara|Elias Koteas,Antoine Fuqua,Yesterday was about honor. Today is about justice.,124,Action|Drama|Mystery|Thriller|Crime,Paramount Pictures|Di Bonaventura Pictures|Grosvenor Park Impact Productions,3/22/07,,,
The Age of Adaline,Blake Lively|Michiel Huisman|Harrison Ford|Ellen Burstyn|Kathy Baker,Lee Toland Krieger,Love is timeless.,112,Fantasy|Drama|Romance,Lakeshore Entertainment|Sidney Kimmel Entertainment|Sierra/Affinity,4/16/15,,,
The Italian Job,Mark Wahlberg|Charlize Theron|Jason Statham|Edward Norton|Fausto Callegarini,F. Gary Gray,Get in. Get out. Get even.,111,Thriller|Action|Crime,Paramount Pictures|De Line Pictures|Working Title Films,5/30/03,,,
Couples Retreat,Vince Vaughn|Malin Ã…kerman|Jason Bateman|Kristen Bell|Jon Favreau,Peter Billingsley,It may be paradise... but it's no vacation.,113,Comedy|Romance,Universal Pictures|Wild West Picture Show Productions|Stuber Productions|Relativity Media,9/19/09,,,
The Change-Up,Olivia Wilde|Ryan Reynolds|Jason Bateman|Leslie Mann|Mircea Monroe,David Dobkin,Who says men can't change?,112,Comedy,Universal Pictures|Original Film|Relativity Media|Big Kid Pictures,8/5/11,,,
December Boys,Daniel Radcliffe|Jack Thompson|Teresa Palmer|Sullivan Stapleton|Carole-Anne Fooks,Rod Hardy,After that summer nothing would be the same.,105,Drama|Romance,Village Roadshow Pictures|Australian Film Finance Corporation,9/20/07,,,
Ready to Rumble,David Arquette|Scott Caan|Oliver Platt|Rose McGowan|Bill Goldberg,Brian Robbins,They're headed to the big time...face first.,107,Action|Comedy|Drama,Bel Air Entertainment|Warner Bros.,4/7/00,,,
Haywire,Gina Carano|Ewan McGregor|Michael Fassbender|Bill Paxton|Channing Tatum,Steven Soderbergh,They left her no choice.,93,Thriller,Irish Film Board|Relativity Media,1/18/12,,,
The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,Bill Condon,Forever is just the beginning,117,Adventure|Fantasy|Romance,Summit Entertainment|Sunswept Entertainment|Total Entertainment|TSBD Canada Productions|Zohar International,3/15/11,,,
21,Jim Sturgess|Kevin Spacey|Kate Bosworth|Aaron Yoo|Liza Lapira,Robert Luketic,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,123,Drama|Crime,Columbia Pictures|Relativity Media,3/27/08,,,
Fast & Furious 6,Paul Walker|Vin Diesel|Dwayne Johnson|Jordana Brewster|Luke Evans,Justin Lin,All roads lead to this,130,Action|Thriller|Crime,Universal Pictures|Original Film|One Race Productions|Dentsu|Relativity Media,5/6/13,,,
The Lady in the Van,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,A mostly true story,104,Comedy|Drama,BBC Films|TriStar Productions,11/13/15,,,
Four Brothers,Mark Wahlberg|Tyrese Gibson|AndrÃ© Benjamin|Garrett Hedlund|Terrence Howard,John Singleton,They came home to bury mom... and her killer,109,Action|Crime,Paramount Pictures|Di Bonaventura Pictures,8/11/05,,,
Bottle Shock,Alan Rickman|Chris Pine|Bill Pullman|Rachael Taylor|Freddy RodrÃ­guez,Randall Miller,"Based on a true story of love, victory, and fermentation",110,Comedy|Drama,Zininsa Film Production|Intellectual Properties Worldwide,8/6/08,,,
Ghosts of Mars,Natasha Henstridge|Ice Cube|Jason Statham|Clea DuVall|Pam Grier,John Carpenter,Terror is the same on any planet.,98,Action|Horror|Science Fiction,Screen Gems|Storm King Productions|Animationwerks,8/24/01,,,
Machete,Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Lindsay Lohan,Robert Rodriguez|Ethan Maniquis,He was given an offer he couldn't refuse...,105,Action|Comedy|Thriller,Dune Entertainment|Dune Entertainment III|Troublemaker Studios|Overnight Films,9/1/10,,,
Let Me In,Kodi Smit-McPhee|ChloÃ« Grace Moretz|Richard Jenkins|Elias Koteas|Sasha Barrese,Matt Reeves,Innocence dies. Abby doesn't.,116,Drama|Horror|Mystery,Hammer Film Productions|EFTI|Exclusive Media Group|Overture Films,10/1/10,,,
Stardust,Claire Danes|Charlie Cox|Michelle Pfeiffer|Robert De Niro|Sienna Miller,Matthew Vaughn,This Summer A Star Falls. The Chase Begins.,127,Adventure|Fantasy|Romance|Family,Paramount Pictures|Ingenious Film Partners|Di Bonaventura Pictures|Marv Films|Vaughn Productions,8/9/07,,,
Women in Trouble,Carla Gugino|Adrianne Palicki|Connie Britton|Marley Shelton|Garcelle Beauvais,Sebastian Gutierrez,"High Hopes, High Anxiety, High Heels.",92,Comedy|Drama,Gato Negro Films,11/13/09,,,
Zack and Miri Make a Porno,Seth Rogen|Elizabeth Banks|Jennifer Schwalbach Smith|Jason Mewes|Gerry Bednob,Kevin Smith,What would you do to get out of debt?,102,Comedy,Blue Askew|View Askew Productions,9/18/08,,,
Wrath of the Titans,Sam Worthington|Liam Neeson|Ralph Fiennes|Rosamund Pike|Edgar RamÃ­rez,Jonathan Liebesman,Feel the Wrath,99,Adventure,"Legendary Pictures|Thunder Road Pictures|Warner Bros.|Cott Productions|Furia de Titanes II, A.I.E.",3/27/12,,,
Monsters,Whitney Able|Scoot McNairy|Annalee Jefferies|Kevon Kane|Fernando Lara,Gareth Edwards,"After Six Years, They're No Longer Aliens. They're Residents",94,Drama|Thriller|Science Fiction,Vertigo Entertainment,6/18/10,,,
The Eagle,Channing Tatum|Mark Strong|Jamie Bell|Donald Sutherland|Denis O'Hare,Kevin Macdonald,The destiny of a soldier. The honour of a slave. The fate of an empire.,114,Adventure|Drama,Toledo Productions|Film4|Focus Features|Prime Focus|Twins Financing,2/8/11,,,
Old Dogs,Robin Williams|John Travolta|Seth Green|Justin Long|Matt Dillon,Walt Becker,Life is Not Child-Proof.,88,Comedy|Family,Walt Disney Pictures|Tapestry Films,11/24/09,,,
21 Jump Street,Channing Tatum|Jonah Hill|Brie Larson|Dave Franco|Ellie Kemper,Phil Lord|Christopher Miller,They thought the streets were mean. Then they went back to high school.,109,Action|Comedy|Crime,Columbia Pictures|Original Film|Stephen J. Cannell Productions|Relativity Media|Metro-Goldwyn-Mayer (MGM),3/12/12,,,
Pi,Sean Gullette|Mark Margolis|Ben Shenkman|Pamela Hart|Stephen Pearlman,Darren Aronofsky,"There will be no order, only chaos",84,Mystery|Drama|Thriller,Truth and Soul Pictures Inc|Protozoa Pictures|Harvest Filmworks|Plantain Films,7/10/98,,,
Pitch Perfect,Anna Kendrick|Skylar Astin|Brittany Snow|Anna Camp|Rebel Wilson,Jason Moore,Get pitch slapped.,112,Comedy|Music|Romance,Brownstone Productions,9/28/12,,,
Bad Teacher,Jason Segel|Cameron Diaz|Justin Timberlake|Lucy Punch|Phyllis Smith,Jake Kasdan,She doesn't give an F.,92,Comedy,Columbia Pictures|Mosaic Media Group,5/16/11,,,
From Paris with Love,John Travolta|Jonathan Rhys Meyers|Kasia Smutniak|Richard Durden|Bing Yin,Pierre Morel,Two agents. One city. No merci.,92,Action|Crime|Thriller,ApipoulaÃ¯|M6 Films|Canal+|TPS Star|Grive Productions,2/5/10,,,
Knocked Up,Seth Rogen|Katherine Heigl|Leslie Mann|Paul Rudd|Jason Segel,Judd Apatow,Save the due date.,129,Comedy|Romance|Drama,Universal Pictures|Apatow Productions,6/1/07,,,
The Lake House,Keanu Reeves|Sandra Bullock|Shohreh Aghdashloo|Christopher Plummer|Ebon Moss-Bachrach,Alejandro Agresti,How do you hold on to someone you've never met?,99,Romance|Drama|Mystery,Village Roadshow Pictures|Vertigo Entertainment|Sound for Film|Warner Bros.,6/16/06,,,
Journey 2: The Mysterious Island,Dwayne Johnson|Josh Hutcherson|Kristin Davis|Vanessa Hudgens|Luis GuzmÃ¡n,Brad Peyton,Believe the Impossible. Discover the Incredible.,94,Adventure|Action|Science Fiction,New Line Cinema|Contrafilm|Walden Media,1/19/12,,,
Human Nature,Patricia Arquette|Tim Robbins|Rhys Ifans|Miranda Otto|Rosie Perez,Michel Gondry,In the Interest of Civilization... Conform.,96,Drama|Comedy,Fine Line Features|Senator Film Produktion|Beverly Detroit|StudioCanal|Partizan,5/18/01,,,
S.W.A.T.,Samuel L. Jackson|Colin Farrell|Michelle Rodriguez|LL Cool J|Josh Charles,Clark Johnson,You're either S.W.A.T. or you're not.,117,Action|Thriller|Crime,Original Film|Columbia Pictures Corporation|Camelot Pictures|Chris Lee Productions|Illusion Entertainment,8/8/03,,,
The Hunger Games,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,Gary Ross,May The Odds Be Ever In Your Favor.,142,Science Fiction|Adventure|Fantasy,Lionsgate|Color Force,3/12/12,,,
The Apparition,Ashley Greene|Sebastian Stan|Tom Felton|Julianna Guill|Luke Pasqualino,Todd Lincoln ,Once You Believe You Die,82,Horror|Thriller,StudioCanal|Dark Castle Entertainment|Warner Bros.|Studio Babelsberg Motion Pictures,8/23/12,,,
Les MisÃ©rables,Hugh Jackman|Russell Crowe|Anne Hathaway|Amanda Seyfried|Sacha Baron Cohen,Tom Hooper,Fight. Dream. Hope. Love.,157,Drama|Music|Romance,Universal Pictures|Relativity Media|CAMERON MACKINTOSH|Working Title Films,12/18/12,,,
Devil,Chris Messina|Jacob Vargas|Bojana NovakoviÄ‡|Logan Marshall-Green|Bokeem Woodbine,John Erick Dowdle,Bad Things Happen For A Reason,80,Horror|Mystery|Thriller,Universal Pictures|Media Rights Capital|Night Chronicles|Relativity Media,1/13/10,,,
Terminator Salvation,Christian Bale|Sam Worthington|Anton Yelchin|Moon Bloodgood|Bryce Dallas Howard,McG,The End Begins.,115,Drama|Action|Thriller|Science Fiction,Columbia Pictures|The Halcyon Company|Wonderland Sound and Vision|Warner Bros.,5/20/09,,,
K-PAX,Jeff Bridges|Kevin Spacey|Mary McCormack|Alfre Woodard|Ajay Naidu,Iain Softley,Change the way you look at the world.,120,Drama|Science Fiction,Intermedia Films|Lawrence Gordon Productions|PathÃ© Pictures International|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,10/22/01,,,
A Dirty Shame,Tracey Ullman|Johnny Knoxville|Selma Blair|Chris Isaak|Suzanne Shepherd,John Waters,Threatening the very limits of common decency.,89,Comedy,Fine Line Features|Killer Films|John Wells Productions|This Is That Productions,9/12/04,,,
Mao's Last Dancer,Chi Cao|Chengwu Guo|Wen Bin Huang|Joan Chen|Bruce Greenwood,Bruce Beresford,æœ€åŽçš„èˆžè€…,117,Drama|Romance,Great Scott Productions Pty. Ltd.,10/1/09,,,
How Do You Know,Reese Witherspoon|Paul Rudd|Owen Wilson|Jack Nicholson|Kathryn Hahn,James L. Brooks,How do you know it's love?,121,Comedy|Drama|Romance,Columbia Pictures|Gracie Films|Road Rebel,12/17/10,,,
The Strangers,Liv Tyler|Scott Speedman|Alex Fisher|Peter Clayton-Luce|Gemma Ward,Bryan Bertino,Lock the door. Pretend you're safe.,90,Thriller|Horror|Mystery,Rogue Pictures|Vertigo Entertainment,5/29/08,,,
This Is the End,James Franco|Jonah Hill|Seth Rogen|Jay Baruchel|Danny McBride,Seth Rogen|Evan Goldberg,Nothing ruins a party like the end of the world.,107,Action|Comedy,Columbia Pictures|Mandate Pictures|Sony Pictures Entertainment (SPE)|Point Grey Pictures,6/12/13,,,
Zookeeper,Kevin James|Rosario Dawson|Sylvester Stallone|Nick Nolte|Jon Favreau,Frank Coraci,Welcome to his jungle.,102,Comedy|Romance|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Broken Road Productions|Metro-Goldwyn-Mayer (MGM),7/6/11,,,
Silent Hill,Radha Mitchell|Sean Bean|Laurie Holden|Deborah Kara Unger|Kim Coates,Christophe Gans,We've been expecting you.,125,Horror|Mystery,Silent Hill DCP Inc.|Davis-Films|Konami,4/21/06,,,
